pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass,sy_snum,sy_pnum,discoverymethod,pl_bmasse
TOI-1669 c,TOI-1669,2024,2.2963977,2.6800535,0.0376,1285.16,0.0,5497.0,1.0561,0.9867,1,2,Transit,13.0
TOI-1670 c,TOI-1670,2022,11.06326395,40.74976,0.249,684.0,0.09,6170.0,1.316,1.21,1,2,Transit,200.23189641
TOI-1683.01,TOI-1683,2024,2.6382,3.0575356,0.036507593,929.25,0.0,4402.0,0.7,0.694661,1,1,Transit,7.45
TOI-1685 b,TOI-1685,2021,1.421,0.66913923,0.01164,1000.0,0.0,3470.0,0.462,0.466,1,1,Transit,3.07
TOI-169 b,TOI-169,2020,12.172974,2.2554477,0.03524,1715.0,0.0,5880.0,1.288,1.147,1,1,Transit,251.40353
TOI-1691 b,TOI-1691,2024,3.66,16.736888935,0.129365,703.49,0.0,5759.0,1.0,1.03,1,1,Transit,14.6
TOI-1693 b,TOI-1693,2022,1.41,1.7666957,0.0226,764.0,0.0,3499.0,0.46,0.49,1,1,Transit,2.57
TOI-1694 c,TOI-1694,2023,13.8,386.25,0.974,222.0,0.111,5005.0,0.812,0.828,1,2,Radial Velocity,316.55709337
TOI-1710 b,TOI-1710,2022,5.06,24.28336,0.1652,602.99,0.05,5775.0,0.93,1.02,2,1,Transit,19.1
TOI-1716.01,TOI-1716,2024,3.143,8.082376554,0.080496,959.0,0.0,5879.0,1.24,1.07,1,1,Transit,10.0
TOI-1718 b,TOI-1718,2026,4.10824994,5.58703768615,0.099815,948.0,0.0,5304.91,0.939285,0.93,1,1,Transit,15.8
TOI-172 b,TOI-172,2019,10.816685,9.47725,0.0914,1198.0,0.3806,5645.0,1.777,1.128,1,1,Transit,1722.6386
TOI-1722 b,TOI-1722,2026,4.38298108,9.60523206943,0.099815,952.0,0.0,5999.55,1.09414,1.162,1,1,Transit,17.6
TOI-1723 b,TOI-1723,2024,3.435,13.727012643,0.113496,782.98,0.0,5777.0,1.09,1.04,1,1,Transit,10.4
TOI-1728 b,TOI-1728,2020,5.05,3.49151,0.0391,767.0,0.057,3980.0,0.6243,0.646,1,1,Transit,26.78
TOI-1732 b,TOI-1732,2026,2.49549787,4.11923678339,0.099815,657.79,0.0,4201.93,0.632571,0.613891,1,1,Transit,6.78
TOI-1736 b,TOI-1736,2023,3.18175535,7.073076,0.073,1099.79,0.0,5636.0,1.4286,1.0373,1,2,Transit,12.3
TOI-1736 c,TOI-1736,2023,12.5,571.25,1.37,249.0,0.3685,5636.0,1.4286,1.0373,1,2,Radial Velocity,2800.0
TOI-1739 b,TOI-1739,2024,1.946,8.303341406,0.073872,755.55,0.0,4814.0,0.781,0.78,1,1,Transit,4.45
TOI-1742 b,TOI-1742,2024,2.36507598,21.269084,0.154,694.09,0.3,5815.0,1.131,1.0861,1,1,Transit,9.7
TOI-1744.01,TOI-1744,2024,2.68,22.341702927,0.164086,598.0,0.0,6179.0,1.14,1.18,1,1,Transit,7.65
TOI-1749 b,TOI-1749,2021,1.39,2.38839,0.0291,831.0,0.14,3985.0,0.55,0.58,1,3,Transit,57.0
TOI-1749 d,TOI-1749,2021,2.52,9.0497,0.0707,533.0,0.062,3985.0,0.55,0.58,1,3,Transit,15.0
TOI-1752 b,TOI-1752,2026,1.693,0.9351861,0.01624,1036.0,0.0,3762.0,0.53,0.524,1,2,Transit,3.51
TOI-1752 c,TOI-1752,2026,2.29,32.71443,0.1614,291.0,0.0,3762.0,0.53,0.524,1,2,Transit,5.86
TOI-1756 b,TOI-1756,2026,1.94225664,2.78301736297,0.099815,696.39,0.0,3891.86,0.562607,0.556454,1,1,Transit,4.43
TOI-1768.01,TOI-1768,2024,3.453,7.337703649,0.076381,1566.0,0.0,5994.0,1.1,1.1,1,1,Transit,11.8
TOI-1772.01,TOI-1772,2024,2.905,8.054246874,0.078375,877.67,0.0,5583.0,0.995,0.99,1,1,Transit,8.78
TOI-1776 b,TOI-1776,2024,1.21612741,2.799868,0.0378,1269.21,0.0,5785.0,0.9356,0.9196,1,1,Transit,1.4
TOI-1777.01,TOI-1777,2024,2.246,14.650111974,0.119466,580.0,0.0,5859.0,0.98,1.06,1,1,Transit,5.67
TOI-178 b,TOI-178,2021,1.2,1.9145601,0.02607,1040.0,0.0,4316.0,0.662,0.647,1,6,Transit,0.96
TOI-178 d,TOI-178,2021,2.695,6.557569,0.0592,690.0,0.0068,4316.0,0.662,0.647,1,6,Transit,5.2
TOI-178 e,TOI-178,2021,2.301,9.96318,0.0783,600.0,0.00038,4316.0,0.662,0.647,1,6,Transit,3.48
TOI-178 f,TOI-178,2021,2.417,15.23335,0.1039,521.0,0.00045,4316.0,0.662,0.647,1,6,Transit,5.63
TOI-1782.01,TOI-1782,2024,2.368,4.987641028,0.05024,697.84,0.0,4336.0,0.669,0.68,1,2,Transit,6.2
TOI-1782.02,TOI-1782,2024,1.839,1.829024227,0.025739,974.95,0.0,4336.0,0.669,0.68,1,2,Transit,4.04
TOI-1789 b,TOI-1789,2021,16.14093221,3.208664,0.04882,1927.0,0.0,5991.0,2.168,1.507,1,1,Transit,222.4798849
TOI-1794 b,TOI-1794,2024,3.29701268,8.765528,0.082,992.91,0.0,5631.0,1.3162,0.9698,1,1,Transit,8.7
TOI-1798.01,TOI-1798,2024,2.448,8.021522331,0.074984,734.31,0.0,5165.0,0.78,0.87,1,2,Transit,6.5
TOI-1798.02,TOI-1798,2024,1.464,0.437811822,0.010789,1935.83,0.0,5165.0,0.78,0.87,1,2,Transit,5.6
TOI-1799 b,TOI-1799,2024,1.642,7.094570865,0.072502,922.72,0.0,5690.0,0.957,1.01,1,1,Transit,4.0
TOI-1801 b,TOI-1801,2023,2.079,10.64387,0.075,493.7,0.0,3863.0,0.547,0.556,2,1,Transit,5.738
TOI-1803 b,TOI-1803,2025,2.99,6.293287,0.06,747.0,0.0,4687.0,0.715,0.756,1,2,Transit,10.32
TOI-1803 c,TOI-1803,2025,4.29,12.885779,0.097,588.0,0.0,4687.0,0.715,0.756,1,2,Transit,8.0
TOI-1806.01,TOI-1806,2024,3.4095367,15.1454693,0.087735044,337.47,0.0,3272.0,0.401575,0.392935,1,1,Transit,11.5
TOI-1807 b,TOI-1807,2021,1.49681583,0.54937097,0.0122,1694.1,0.0,4914.0,0.746,0.8048,1,1,Transit,2.44
TOI-1811 b,TOI-1811,2023,11.14172682,3.7130765,0.04389,962.2,0.052,4766.0,0.769,0.817,1,1,Transit,308.9292116
TOI-1814 b,TOI-1814,2026,5.18536642,6.36861010462,0.099815,977.83,0.0,4872.84,2.3895,0.94,1,1,Transit,23.5
TOI-1824 b,TOI-1824,2024,2.7438269,22.808533,0.151,528.67,0.0,5165.0,0.8123,0.8801,1,1,Transit,16.0
TOI-1836 b,TOI-1836,2024,8.00321222,20.380799,0.1597,966.0,0.0,6380.0,1.577,1.307,1,2,Transit,38.45723725
TOI-1836 c,TOI-1836,2024,2.59987579,1.7727471,0.03089,2007.6,0.0,6237.0,1.6454,1.2518,1,2,Transit,8.0
TOI-1839 c,TOI-1839,2026,2.40867246,4.02393854207,0.099815,751.0,0.0,5315.91,0.848099,0.934,1,2,Transit,6.39
TOI-1842 b,TOI-1842,2021,12.3485023,9.5739181,0.1,1199.55,0.276,6039.0,2.032,1.4643,1,1,Transit,89.4
TOI-1853 b,TOI-1853,2023,3.46,1.2436258,0.0213,1479.0,0.03,4985.0,0.808,0.837,1,1,Transit,73.2
TOI-1855 b,TOI-1855,2024,18.49481816,1.36414864,0.02398,1701.0,0.033,5359.0,1.041,0.987,1,1,Transit,360.09958513
TOI-1859 b,TOI-1859,2023,9.75181321,63.48347,0.337,615.0,0.57,6341.0,1.36,1.287,1,1,Transit,68.6
TOI-1860 b,TOI-1860,2022,1.31,1.0662107,0.0204,1885.0,0.0,5752.0,0.94,0.99,1,1,Transit,2.27
TOI-1873 b,TOI-1873,2026,2.86356397,7.00572708834,0.099815,923.5,0.0,5597.99,0.971675,1.015,1,1,Transit,8.57
TOI-1883 b,TOI-1883,2024,5.65,4.508,0.0423,544.0,0.0,3554.0,0.506,0.495,1,1,Transit,13.7
TOI-1898 b,TOI-1898,2024,9.39553231,45.52234,0.269,674.54,0.485,6241.0,1.6131,1.2484,1,1,Transit,129.0
TOI-1899 b,TOI-1899,2020,11.09689089,29.090312,0.1525,378.0,0.044,3926.0,0.607,0.632,1,1,Transit,212.94503269
TOI-1937 A b,TOI-1937 A,2023,13.97759893,0.94667944,0.01932,2097.0,0.0,5814.0,1.08,1.072,2,1,Transit,638.83509807
TOI-198 b,TOI-198,2023,1.36,10.215213,0.0675,456.0,0.15,3801.0,0.418,0.417,1,1,Transit,3.17
TOI-199 c,TOI-199,2023,11.4,273.69,0.807,255.43,0.096,5255.0,0.82,0.936,1,2,Transit Timing Variations,88.99195396
TOI-2000 b,TOI-2000,2023,2.7,3.09833,0.04271,1488.0,0.0,5611.0,1.134,1.082,1,2,Transit,11.0
TOI-2000 c,TOI-2000,2023,8.14,9.127055,0.0878,1038.0,0.063,5611.0,1.134,1.082,1,2,Transit,81.7
TOI-2005 b,TOI-2005,2025,11.99360935,17.305904,0.16,1221.39,0.597,7130.0,2.02,1.59,1,1,Transit,2034.1018048
TOI-201 b,TOI-201,2021,11.4,52.9786,0.303,759.0,0.275,6423.0,1.31,1.32,1,3,Transit,164.0
TOI-201 d,TOI-201,2026,1.39,5.84889,0.0698,1237.0,0.3,6423.0,1.31,1.32,1,3,Transit,5.8
TOI-2010 b,TOI-2010,2023,11.81426566,141.834025,0.5516,400.2,0.212,5929.0,1.079,1.112,1,1,Transit,408.7273314
TOI-2015 c,TOI-2015,2025,2.93,5.582796,0.041232,448.0,0.00033,3297.0,0.3273,0.3041,1,2,Transit Timing Variations,8.91
TOI-2019 b,TOI-2019,2024,5.33275337,15.3444,0.128,917.46,0.0,5626.0,1.7457,1.1832,1,1,Transit,34.4
TOI-2025 b,TOI-2025,2022,11.89272852,8.8720982,0.0892,1166.0,0.394,5977.0,1.459,1.199,1,1,Transit,1144.1822652
TOI-2031 A b,TOI-2031 A,2025,14.20177855,5.71548654,0.066,1358.0,0.076,6490.0,1.241,1.174,2,1,Transit,254.2627256
TOI-2040 b,TOI-2040,2026,10.32347122,3.8608576,0.0473,1070.0,0.109,5132.0,0.87,0.92,1,1,Transit,248.22398587
TOI-2048 b,TOI-2048,2022,2.61,13.79019,0.099815,646.0,0.13,5185.0,0.79,0.83,1,1,Transit,7.32
TOI-205 b,TOI-205,2026,2.50121142,4.25300773815,0.099815,1799.55,0.0,6302.74,1.45382,1.2,1,1,Transit,6.81
TOI-2068 b,TOI-2068,2024,1.821,7.768915,0.0632,520.62,0.0,3710.0,0.535,0.559,1,1,Transit,3.97
TOI-2071 b,TOI-2071,2026,2.56484195,5.67395386982,0.099815,1029.33,0.0,5755.41,1.00286,1.063,1,1,Transit,7.1
TOI-2076 b,TOI-2076,2021,2.59,10.35504,0.08781,736.0,0.0114,5187.0,0.758,0.849,1,4,Transit,6.7
TOI-2076 c,TOI-2076,2021,3.54,21.01447,0.1407,581.0,0.036,5187.0,0.758,0.849,1,4,Transit,7.2
TOI-2076 d,TOI-2076,2021,3.27,35.12803,0.1982,490.0,0.027,5187.0,0.758,0.849,1,4,Transit,7.3
TOI-2076 e,TOI-2076,2025,1.301,3.0223753,0.03863,1110.0,0.0,5187.0,0.758,0.849,1,4,Transit,4.7
TOI-2081 b,TOI-2081,2022,2.04,10.50534,0.0752,488.0,0.0,3800.0,0.534,0.54,1,1,Transit,4.82
TOI-2084 b,TOI-2084,2023,2.47,6.0784247,0.05006,527.0,0.0,3551.0,0.475,0.453,2,1,Transit,6.66
TOI-2088 b,TOI-2088,2024,3.6831179,124.72997,0.472,300.33,0.0,5081.0,0.8481,0.9027,1,1,Transit,37.0
TOI-209 b,TOI-209,2026,2.3947209,4.37943587445,0.099815,845.78,0.0,4806.66,0.742779,0.81,1,1,Transit,6.32
TOI-2092 b,TOI-2092,2026,2.94892961,4.30325528074,0.099815,1042.0,0.0,5842.06,1.0519,0.956,1,1,Transit,9.0
TOI-2093 b,TOI-2093,2025,3.25,12.836,0.097,535.0,0.0,4426.0,0.729,0.745,1,2,Radial Velocity,10.6
TOI-2093 c,TOI-2093,2025,2.3,53.81149,0.257,329.0,0.0,4426.0,0.729,0.745,1,2,Transit,15.8
TOI-2094 b,TOI-2094,2026,1.9,18.793193,0.136,276.0,0.0,3435.0,0.384,0.425,1,1,Transit,4.27
TOI-2095 b,TOI-2095,2023,1.25,17.66484,0.101,347.0,0.0,3759.0,0.44,0.44,1,2,Transit,4.1
TOI-2095 c,TOI-2095,2023,1.33,28.17232,0.137,297.0,0.0,3759.0,0.44,0.44,1,2,Transit,7.4
TOI-2096 c,TOI-2096,2023,1.914,6.38784,0.04,349.0,0.1,3300.0,0.235,0.231,1,2,Transit,4.32
TOI-2107 b,TOI-2107,2024,13.57407563,2.4545467,0.03515,1397.0,0.033,5627.0,0.932,0.961,1,1,Transit,263.79757781
TOI-2109 b,TOI-2109,2021,15.098497,0.67247414,0.01791,3646.0,0.0,6540.0,1.698,1.453,1,1,Transit,1595.49860314
TOI-2114 b,TOI-2114,2026,14.54925695,6.209959,0.076,1472.0,0.472,6400.0,1.97,1.309,1,1,Transit,324.18497514
TOI-2120 b,TOI-2120,2024,2.122,5.7998164,0.0377,384.0,0.32,3131.0,0.245,0.211,1,1,Transit,6.8
TOI-2128 b,TOI-2128,2024,2.08874836,16.34136,0.127,780.53,0.0,5968.0,1.1174,1.0251,1,1,Transit,4.5
TOI-2133 b,TOI-2133,2026,2.37,3.8266472,0.041,798.0,0.0,4250.0,0.62,0.644,1,1,Transit,6.21
TOI-2134 b,TOI-2134,2023,2.735,9.229198,0.07803,660.0,0.067,4580.0,0.709,0.744,1,2,Transit,9.37
TOI-2134 c,TOI-2134,2023,7.35,95.85284,0.3715,302.0,0.3125,4580.0,0.709,0.744,1,2,Transit,58.3
TOI-2136 b,TOI-2136,2022,2.19,7.851928,0.057,395.0,0.0,3342.0,0.34,0.34,1,1,Transit,6.37
TOI-2141 c,TOI-2141,2025,2.35,5.4624,0.0585,1095.0,0.0,5635.0,0.95,0.896,1,3,Radial Velocity,6.14
TOI-2141 d,TOI-2141,2025,3.97,60.45,0.2906,491.4,0.0,5635.0,0.95,0.896,1,3,Radial Velocity,14.9
TOI-2152 A b,TOI-2152,2023,14.35870428,3.3773512,0.05064,1802.0,0.057,6630.0,1.612,1.516,3,1,Transit,899.45439181
TOI-2154 b,TOI-2154,2023,16.28664896,3.8240801,0.0513,1580.0,0.117,6280.0,1.396,1.233,1,1,Transit,292.40213444
TOI-2158 b,TOI-2158,2022,10.76062147,8.60077,0.075,1188.0,0.07,5673.0,1.41,1.12,1,1,Transit,260.61929374
TOI-216.01,TOI-216,2019,10.1,34.525528,0.2069,497.0,0.0046,5026.0,0.748,0.77,1,2,Transit,177.98390792
TOI-216.02,TOI-216,2019,8.0,17.16073,0.1293,628.0,0.16,5026.0,0.748,0.77,1,2,Transit,18.75187601
TOI-2169 A b,TOI-2169 A,2025,12.50922246,8.2148282,0.0896,1364.0,0.045,6270.0,1.82,1.42,2,1,Transit,329.58805806
TOI-2180 b,TOI-2180,2022,11.32107051,260.79,0.828,348.0,0.3683,5695.0,1.636,1.111,1,1,Transit,875.61726129
TOI-2184 b,TOI-2184,2022,11.39953337,6.90683,0.099815,1676.05,0.08,5966.0,2.9,1.53,1,1,Transit,206.58846455
TOI-2194 b,TOI-2194,2023,1.9892,15.337597,0.099815,590.88,0.0,4756.0,0.6909,0.74,1,1,Transit,4.61
TOI-2196 b,TOI-2196,2022,3.51,1.1947268,0.02234,1860.0,0.0,5634.0,1.043,1.032,1,1,Transit,26.0
TOI-2202 b,TOI-2202,2021,10.95117414,11.9126075,0.09564,652.07,0.022,5169.0,0.808,0.841,1,2,Transit,287.31687993
TOI-2202 c,TOI-2202,2021,13.4,24.6744,0.15544,560.61,0.0622,5144.0,0.794,0.823,1,2,Transit Timing Variations,117.27868218
TOI-2207 b,TOI-2207,2022,11.1529358,8.001968,0.0854,1259.0,0.174,6101.0,1.564,1.296,1,1,Transit,203.41018048
TOI-2211.01,TOI-2211,2024,1.561,3.092686757,0.04011,1056.92,0.0,5253.0,0.834,0.9,1,1,Transit,3.06
TOI-2227 b,TOI-2227,2026,3.09885187,4.22175815648,0.099815,1539.88,0.0,5889.54,1.20847,1.03,1,1,Transit,9.79
TOI-2236 b,TOI-2236,2022,14.36991326,3.5315902,0.05009,1688.0,0.0,6248.0,1.573,1.343,1,1,Transit,502.16888306
TOI-2257 b,TOI-2257,2021,2.194,35.189346,0.145,256.0,0.496,3430.0,0.313,0.328,1,1,Transit,5.45
TOI-2260 b,TOI-2260,2022,1.62,0.3524728,0.0097,2609.0,0.0,5534.0,0.94,0.99,1,1,Transit,3.26
TOI-2266 b,TOI-2266,2024,1.54,2.326318,0.02,550.0,0.0,3200.0,0.24,0.23,1,1,Transit,2.99
TOI-2267 b,TOI-2267 A,2025,1.0,2.28909,0.0205,424.0,0.0,3030.0,0.2075,0.171,2,3,Transit,0.972
TOI-2267 c,TOI-2267 A,2025,1.14,3.4950412,0.0263,374.0,0.0,3030.0,0.2075,0.171,2,3,Transit,1.55
TOI-2267 d,TOI-2267 B,2025,1.77,2.0344671,0.0145,422.0,0.0,3022.0,0.13,0.0989,2,3,Transit,3.78
TOI-2274 b,TOI-2274,2024,2.45,2.67963,0.05,771.46,0.0,3943.0,0.631,0.612,1,1,Transit,6.57
TOI-2285 b,TOI-2285,2021,1.77,13.635109,0.1363,358.0,0.3,3491.0,0.464,0.454,1,1,Transit,19.5
TOI-2295 b,TOI-2295,2024,16.47720163,30.033302,0.1992,747.0,0.334,5730.0,1.459,1.168,1,2,Transit,278.09985612
TOI-2295 c,TOI-2295,2024,12.8,966.5,2.018,234.9,0.194,5730.0,1.459,1.168,1,2,Radial Velocity,1783.01736327
TOI-2322 b,TOI-2322,2025,0.994,11.30717,0.0924,603.1,0.0,4664.0,0.662,0.703,1,2,Transit,2.31
TOI-2322 c,TOI-2322,2025,1.874,20.225528,0.1362,496.8,0.0,4664.0,0.662,0.703,1,2,Transit,18.1
TOI-2328 b,TOI-2328,2025,9.97599282,17.10197,0.127,842.0,0.057,5525.0,0.9,0.95,1,1,Transit,50.85254512
TOI-2337 b,TOI-2337,2022,10.08808263,2.99432,0.099815,1272.46,0.019,4780.0,3.22,1.325,1,1,Transit,508.5254512
TOI-2338 b,TOI-2338,2023,11.2089807,22.65398,0.158,799.0,0.676,5581.0,1.05,0.99,1,1,Transit,1900.61387386
TOI-2345 b,TOI-2345,2025,1.504,1.0528573,0.01705,1478.0,0.0,4687.0,0.729,0.727,1,2,Transit,3.49
TOI-2345 c,TOI-2345,2025,2.451,21.064302,0.1257,544.0,0.0,4687.0,0.729,0.727,1,2,Transit,7.27
TOI-2346 b,TOI-2346,2025,16.11851425,3.3312029,0.0473,1689.0,0.086,6480.0,1.38,1.271,1,1,Transit,394.10722468
TOI-2364 b,TOI-2364,2023,8.60849718,4.0197517,0.04871,1091.0,0.0,5306.0,0.886,0.954,1,1,Transit,71.51139158
TOI-2368 b,TOI-2368,2024,10.83908434,5.1750073,0.05649,1000.0,0.061,5360.0,0.846,0.897,1,1,Transit,206.58846455
TOI-237 c,TOI-237,2026,1.206,1.74486147,0.016,515.0,0.0,3226.0,0.2056,0.1698,1,2,Transit,1.9
TOI-2374 b,TOI-2374,2024,7.48759911,4.3136193,0.04818,926.0,0.13,5002.0,0.711,0.802,2,1,Transit,61.65871096
TOI-2379 b,TOI-2379,2024,11.72459381,5.4693827,0.05263,624.0,0.342,3707.0,0.622,0.645,1,1,Transit,1830.69162432
TOI-238 b,TOI-238,2024,1.559,1.273099,0.0212,1378.0,0.18,5059.0,0.756,0.781,1,2,Transit,3.37
TOI-238 c,TOI-238,2024,2.18,8.465651,0.0749,696.0,0.36,5059.0,0.733,0.79,1,2,Radial Velocity,6.7
TOI-2382 b,TOI-2382,2025,12.25141591,4.6612061,0.059,1426.0,0.18,6033.0,1.417,1.26,1,1,Transit,235.19302118
TOI-2384 b,TOI-2384,2024,11.48920522,2.13570304,0.02793,889.7,0.0,3943.0,0.6113,0.635,2,1,Transit,624.85064816
TOI-2406 b,TOI-2406,2021,2.86,3.0766891,0.02267,449.0,0.17,3100.0,0.204,0.166,1,1,Transit,15.6
TOI-2420 b,TOI-2420,2024,15.02003414,5.842641,0.0684,1571.6,0.055,5707.0,2.369,1.158,1,1,Transit,294.62693329
TOI-2431 b,TOI-2431,2026,1.534,0.22419578,0.0063,2063.0,0.0,4109.0,0.651,0.661,1,1,Transit,6.2
TOI-244 b,TOI-244,2023,1.52,7.397225,0.0559,458.0,0.0,3433.0,0.426,0.428,1,1,Transit,2.68
TOI-2443 b,TOI-2443,2023,2.363,15.66858,0.105,519.0,0.301,4375.0,0.631,0.642,1,1,Transit,4.8
TOI-2445 b,TOI-2445,2022,1.25,0.3711281,0.0064,1060.0,0.0,3333.0,0.27,0.25,1,1,Transit,2.1
TOI-2447 b,TOI-2447,2024,9.60609646,69.33684,0.347,414.0,0.17,5730.0,1.006,1.034,1,1,Transit,124.90656395
TOI-2449 b,TOI-2449,2025,11.24,106.14468,0.45,400.0,0.098,6021.0,1.065,1.079,1,1,Transit,222.0
TOI-2453 b,TOI-2453,2026,3.24380341,4.44143463188,0.099815,550.78,0.0,3720.23,0.502498,0.500519,1,1,Transit,10.6
TOI-2458 b,TOI-2458,2024,2.83,3.73659,0.0482,1509.4,0.087,6005.0,1.31,1.05,1,2,Transit,13.31
TOI-2459 b,TOI-2459,2023,2.9531,19.104718,0.099815,445.01,0.0,4195.0,0.6751,0.66,1,1,Transit,9.03
TOI-2485 b,TOI-2485,2024,12.1393261,11.23479,0.1093,1134.0,0.0341,6016.4,1.72,1.163,1,1,Transit,766.60211768
TOI-2497 b,TOI-2497,2023,11.14172682,10.655669,0.1166,1595.0,0.195,7360.0,2.36,1.859,1,1,Transit,1531.93292174
TOI-2498 b,TOI-2498,2023,6.06,3.738252,0.0491,1443.0,0.089,5905.0,1.26,1.12,1,1,Transit,34.62
TOI-251 b,TOI-251,2021,2.74,4.93777,0.05741,1041.19,0.0,5875.0,0.881,1.036,1,1,Transit,317.83
TOI-2518 b,TOI-2518,2026,2.26838675,6.89797425216,0.099815,1095.0,0.0,5751.2,0.993374,1.11,1,1,Transit,5.77
TOI-2524 b,TOI-2524,2023,11.2089807,7.18585,0.073,1100.0,0.0,5831.0,1.119,1.007,1,1,Transit,203.41018048
TOI-2525 b,TOI-2525,2023,8.67575106,23.2856,0.1511,512.97,0.17,5096.0,0.785,0.849,1,2,Transit,26.69758619
TOI-2525 c,TOI-2525,2023,10.13291855,49.2519,0.249,399.96,0.157,5096.0,0.785,0.849,1,2,Transit,208.8132634
TOI-2537 c,TOI-2537,2024,12.7,1920.0,2.78,123.1,0.287,4870.0,0.771,0.771,1,2,Radial Velocity,2297.89938261
TOI-2545 b,TOI-2545,2022,2.75,7.994037,0.099815,1022.99,0.0,5846.29,1.25324,1.055,1,1,Transit,8.0
TOI-2567 b,TOI-2567,2022,10.92875618,5.983944,0.0672,1352.0,0.0,5611.0,1.686,1.13,1,1,Transit,63.88350981
TOI-257 b,TOI-257,2021,7.16253867,18.38818,0.1528,1027.0,0.0,6095.0,1.867,1.407,1,1,Transit,43.86032017
TOI-2578 b,TOI-2578,2026,19.66055215,3.4579667,0.0495,1778.0,0.098,6333.0,1.64,1.27,1,1,Transit,167.17774208
TOI-2580 b,TOI-2580,2024,17.37392009,3.39775,0.048,2410.0,0.08,6120.0,1.81,1.33,1,1,Transit,200.23189641
TOI-2583 A b,TOI-2583 A,2023,14.4595851,4.5207265,0.0571,1456.0,0.0,5936.0,1.477,1.215,2,1,Transit,79.45710175
TOI-2589 b,TOI-2589,2023,12.10569916,61.6277,0.3,592.0,0.522,5579.0,1.07,0.93,1,1,Transit,1112.3994245
TOI-260 b,TOI-260,2024,1.71,13.475853,0.0943,493.0,0.0,4026.0,0.607,0.616,1,1,Transit,4.23
TOI-261.01,TOI-261,2021,3.0449863,3.3639254,0.034792189,1722.49,0.0,5890.3,1.28018,0.496728,1,2,Transit,9.51
TOI-261.02,TOI-261,2021,3.34822227,13.03935862135,0.099815,1007.53,0.0,5890.3,1.31383,1.069,1,2,Transit,11.2
TOI-2641 b,TOI-2641,2023,18.10250383,4.880974,0.0607,1387.0,0.18,6100.0,1.336,1.16,1,1,Transit,122.6817651
TOI-2654 b,TOI-2654,2026,7.94454164,2.96760425926,0.099815,819.0,0.0,4594.08,0.756095,0.69,1,1,Transit,48.4
TOI-2669 b,TOI-2669,2022,19.72780603,6.2034,0.099815,1226.0,0.09,4800.0,4.1,1.19,1,1,Transit,193.87532827
TOI-269 b,TOI-269,2021,2.77,3.6977104,0.0345,531.0,0.425,3514.0,0.398,0.3917,1,1,Transit,8.8
TOI-270 b,TOI-270,2019,1.28,3.35992,0.03197,600.0,0.0167,3506.0,0.38,0.386,1,3,Transit,1.48
TOI-270 d,TOI-270,2019,2.0,11.38194,0.0721,383.0,0.0066,3506.0,0.38,0.386,1,3,Transit,4.2
TOI-2714 b,TOI-2714,2024,13.72,2.499387,0.036,1603.0,0.164,5665.0,1.25,1.07,1,1,Transit,228.0
TOI-2719 b,TOI-2719,2025,5.98,3.37594,0.099815,1710.0,0.0,5762.0,1.69,1.02,1,1,Transit,29.9
TOI-2768 b,TOI-2768,2024,2.63,1.50801,0.027,855.0,0.0,4008.0,0.657,0.63,1,1,Transit,7.41
TOI-277 b,TOI-277,2022,2.65,3.994,0.0269,587.92,0.0,4031.0,0.362,0.16,1,1,Transit,7.51
TOI-2796 b,TOI-2796,2023,17.26183028,4.8084983,0.0569,1205.0,0.0,5764.0,1.069,1.063,1,1,Transit,139.84449908
TOI-2803 A b,TOI-2803 A,2023,18.11371281,1.96229325,0.03185,1893.0,0.0,6280.0,1.245,1.118,2,1,Transit,309.88269682
TOI-283 b,TOI-283,2025,2.34,17.61745,0.123,661.0,0.0,5213.0,0.85,0.8,1,1,Transit,6.54
TOI-2842 b,TOI-2842,2023,12.84549188,3.5514058,0.0475,1471.0,0.0,5910.0,1.265,1.135,1,1,Transit,117.59651059
TOI-286 b,TOI-286,2024,1.42,4.5117244,0.0503,979.0,0.0,5152.0,0.78,0.832,1,2,Transit,4.53
TOI-286 c,TOI-286,2024,1.88,39.361826,0.213,475.0,0.0,5152.0,0.78,0.832,1,2,Transit,3.72
TOI-2876 b,TOI-2876,2025,9.6397234,6.2996431,0.0654,929.0,0.13,5271.0,0.873,0.939,1,1,Transit,54.03082919
TOI-2886 b,TOI-2886,2025,18.6405349,1.60200105,0.02871,1978.0,0.11,6240.0,1.241,1.229,1,1,Transit,444.9597698
TOI-2977 b,TOI-2977,2023,13.15934334,2.3505614,0.03386,1544.0,0.0,5691.0,1.073,0.936,1,1,Transit,533.95172376
TOI-2981 b,TOI-2981,2024,13.4,3.601501,0.048,1358.0,0.035,5940.0,1.08,1.03,1,1,Transit,638.0
TOI-2986 b,TOI-2986,2025,9.292245,3.2783662,0.04489,1622.0,0.14,5906.0,1.458,1.122,1,1,Transit,96.61983573
TOI-2989 b,TOI-2989,2025,12.55405838,3.122832,0.0384,1001.0,0.0,4672.0,0.76,0.77,1,1,Transit,953.485221
TOI-3023 b,TOI-3023,2023,16.43236571,3.9014971,0.0505,1596.0,0.0,5760.0,1.668,1.12,1,1,Transit,197.05361234
TOI-3053 b,TOI-3053,2026,13.56286665,2.9919987,0.039,1290.0,0.0,5378.0,0.97,0.96,1,1,Transit,270.15414595
